asset_name,category,collection,scale_meters,poly_count,vertex_count,material_count,texture_status,export_fbx_path,export_glb_path,quality_status,notes
PROP_BusShelter_A,Vehicles_Props,VEHICLES_Props_Final,4.24x2.13x3.00,147,0,7,"Timetable poster = numpy texture embedded; green frame/roof/bench/yellow-sign/dark constant PBR + glass(Transmission); image+factor export",01_Exports_FBX/Vehicles_Props/PROP_BusShelter_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_BusShelter_A.glb,PENDING_USER_REVIEW,"Bus stop shelter (Wartehaeuschen): green-frame shelter with sloped roof on posts, glass back + side panels, wooden bench with backrest, timetable poster panel (procedural), H-shaped bus-stop sign on a pole. ~3m. Transit street furniture (pairs with PROP_TramStop). 100% original. Ground pivot."
EB_Kaufhalle_A,East_Berlin_Architecture,EAST_Architecture_Final,24.60x14.73x5.70,136,0,7,"Prefab panel side walls = numpy texture embedded; white/frame/red(emissive)/door/roof constant PBR + glass(Transmission); image+factor export",01_Exports_FBX/East_Berlin_Architecture/EB_Kaufhalle_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_Kaufhalle_A.glb,PENDING_USER_REVIEW,"GDR neighbourhood supermarket (Kaufhalle): long low single-storey hall, continuous glass shopfront (mullions) + central entrance doors + spandrel, prefab concrete panel side/back walls, white roof fascia band with red KAUFHALLE sign, flat roof + vents. ~24m, modular. Common GDR Wohngebiet building. 100% original. Ground pivot."
PROP_StreetClock_A,Vehicles_Props,VEHICLES_Props_Final,1.24x0.70x4.45,112,0,3,"Clock face (ticks + hands ~10:10) = numpy texture embedded; dark cast metal + gold constant PBR; image+factor export",01_Exports_FBX/Vehicles_Props/PROP_StreetClock_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_StreetClock_A.glb,PENDING_USER_REVIEW,"Public street clock pillar (Normaluhr): dark cast-metal pole + base + decorative gold collar, round two-sided clock head with white face (hour ticks + hands, procedural), finial. ~4.4m. Classic street furniture. 100% original. Ground pivot."
PROP_TowerCrane_A,Vehicles_Props,VEHICLES_Props_Final,26.06x4.00x28.27,1734,0,5,"Constant PBR yellow/grey/dark/blue-cab/concrete; factor export",01_Exports_FBX/Vehicles_Props/PROP_TowerCrane_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_TowerCrane_A.glb,PENDING_USER_REVIEW,"Construction tower crane (Baukran): yellow lattice mast (chords + horizontal + diagonal bracing) on concrete pad, slewing platform + blue operator cab, long horizontal lattice jib, counter-jib with concrete counterweight, A-frame apex + tie bars, trolley + cable + hook block. ~28m tall. Era-appropriate for GDR Plattenbau construction sites. 100% original. Ground pivot."
PROP_Scaffolding_A,Vehicles_Props,VEHICLES_Props_Final,5.18x1.08x6.24,446,0,4,"Constant PBR tube/blue-standard/plank/toe; factor export",01_Exports_FBX/Vehicles_Props/PROP_Scaffolding_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_Scaffolding_A.glb,PENDING_USER_REVIEW,"Modular construction scaffolding (Baugeruest): blue vertical standards + metal ledgers/transoms, diagonal braces on outer face, wooden working-platform planks at 3 lifts + toe boards, base plates. ~5x6m, tileable horizontally/vertically to wrap a facade. Pairs with PROP_TowerCrane_A. 100% original. Ground pivot."
PROP_SiteContainer_A,Vehicles_Props,VEHICLES_Props_Final,6.12x2.69x2.88,120,0,7,"Corrugated steel = numpy ridge texture (Object Mapping, metallic+bump) embedded; frame/door/roof/skid/handle + glass; image+factor export",01_Exports_FBX/Vehicles_Props/PROP_SiteContainer_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_SiteContainer_A.glb,PENDING_USER_REVIEW,"Construction site office container (Baucontainer): blue corrugated-steel box with corner posts + frame rails, orange door + handle, two framed windows, roof, skid feet. ~6m. Construction-site prop (pairs with TowerCrane + Scaffolding). 100% original. Ground pivot."
PROP_PanelStack_A,Vehicles_Props,VEHICLES_Props_Final,4.77x6.27x3.79,114,0,4,"Concrete panel (window opening + seams) = numpy texture embedded; rusty steel rack + edge constant PBR; image+factor export",01_Exports_FBX/Vehicles_Props/PROP_PanelStack_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_PanelStack_A.glb,PENDING_USER_REVIEW,"Precast Plattenbau wall-panel stack (Plattentransportgestell): concrete wall panels (some with window openings, procedural) leaning V-shape on an A-frame steel transport rack from both sides, base rails + edge protectors. GDR-specific construction-site element. 100% original. Ground pivot."
PROP_BarkasB1000_A,Vehicles_Props,VEHICLES_Props_Final,4.43x1.91x1.93,668,0,8,"Constant PBR two-tone body/lower/glass/chrome/tire/hub/light/red; factor export",01_Exports_FBX/Vehicles_Props/PROP_BarkasB1000_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_BarkasB1000_A.glb,PENDING_USER_REVIEW,"Barkas B1000 van (GDR cab-over box van, stylized low-poly): boxy two-tone body (cream/blue), near-vertical front windshield, cab + rear/side windows, sliding-door seam + handle, chrome bumpers + grille, headlights/taillights, 4 wheels (forward-control). The ubiquitous GDR delivery/ambulance/police van. 100% original (modelled from scratch). Ground pivot."
EB_Schule_A,East_Berlin_Architecture,EAST_Architecture_Final,36.40x18.60x11.80,59,0,7,"Ribbon-window school facade = numpy texture (ribbon glass + coloured spandrels + piers) embedded; concrete/frame/red/pole constant PBR + glass(Transmission); image+factor export",01_Exports_FBX/East_Berlin_Architecture/EB_Schule_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_Schule_A.glb,PENDING_USER_REVIEW,"Standard GDR school (Typenschule / POS): 3-storey concrete block with continuous ribbon windows + alternating coloured spandrel bands (pale blue/cream/orange), piers, projecting glass entrance + canopy + red band, flagpole with red flag, parapet roof. ~36m. Common GDR civic building. 100% original. Ground pivot."
PROP_LindenTree_A,Vehicles_Props,VEHICLES_Props_Final,7.00x7.10x9.94,684,0,2,"Procedural bark (noise bump) + foliage (noise colour ramp + bump); decimated 0.5; factor export",01_Exports_FBX/Vehicles_Props/PROP_LindenTree_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_LindenTree_A.glb,PENDING_USER_REVIEW,"Large linden street tree (Linde, as on Unter den Linden): tapered bark trunk + 5 branches, full rounded crown from overlapping foliage blobs (deep green noise material). ~10m. Larger fuller variant alongside PROP_Tree_A / Hedge / Planter for street/park greenery. 100% original. Ground pivot."
PROP_SBahnCar_A,Vehicles_Props,VEHICLES_Props_Final,19.00x3.04x4.03,256,0,6,"Two-tone livery+windows+doors = numpy side texture embedded; red/ochre/roof/dark/metal constant PBR; image+factor export",01_Exports_FBX/Vehicles_Props/PROP_SBahnCar_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_SBahnCar_A.glb,PENDING_USER_REVIEW,"Berlin S-Bahn carriage (classic wine-red / ochre-yellow livery): long body with procedural side livery (window band + 3 sliding doors), curved roof, end windows + ochre band, underframe, 2 bogies with wheels, couplers. ~19m. Iconic Berlin rail vehicle (third-rail, no pantograph). 100% original. Ground pivot."
PROP_RailTrack_A,Roads_Infrastructure,ROADS_Infrastructure_Final,10.00x4.05x0.76,242,0,7,"Procedural ballast (noise bump) + constant PBR sleeper/rail/railhead/third/cover/insulator; factor export",01_Exports_FBX/Roads_Infrastructure/PROP_RailTrack_A.fbx,02_Exports_GLB/Roads_Infrastructure/PROP_RailTrack_A.glb,PENDING_USER_REVIEW,"Modular heavy-rail track section (S-Bahn): ballast bed (procedural gravel) + concrete sleepers, two running rails (standard gauge, worn rail heads), third rail on insulators with wooden protective cover board + brackets. 10m, tileable end-to-end. Pairs with PROP_SBahnCar_A. 100% original. Ground pivot."
PROP_SBahnPlatform_A,Roads_Infrastructure,ROADS_Infrastructure_Final,16.20x4.00x4.62,186,0,8,"Station name sign + S logo = numpy texture embedded; platform/yellow-edge/green-col/roof/bench/dark + emissive green constant PBR; image+factor export",01_Exports_FBX/Roads_Infrastructure/PROP_SBahnPlatform_A.fbx,02_Exports_GLB/Roads_Infrastructure/PROP_SBahnPlatform_A.glb,PENDING_USER_REVIEW,"S-Bahn station platform (modular): raised concrete platform with yellow safety-edge strips, green columns + long canopy roof, hanging station name sign (procedural green/white), green S-Bahn logo disc, two benches, lamp post. ~16m, tileable. Pairs with PROP_RailTrack_A + PROP_SBahnCar_A. 100% original. Ground pivot."
EB_GarageRow_A,East_Berlin_Architecture,EAST_Architecture_Final,17.80x5.95x2.81,84,0,9,"Ribbed metal doors (6 colours) = numpy texture (bump) embedded; render/roof/pier constant PBR; image+factor export",01_Exports_FBX/East_Berlin_Architecture/EB_GarageRow_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_GarageRow_A.glb,PENDING_USER_REVIEW,"Row of individual garages (GDR Garagenhof): long low block of 6 garage bays, each with a ribbed metal up-and-over door in a different weathered colour, concrete piers + header, flat roof. ~18m, tileable. Very common GDR set-dressing (allotment/courtyard car garages). 100% original. Ground pivot."
PROP_StreetNameSign_A,Roads_Infrastructure,ROADS_Infrastructure_Final,0.96x0.28x2.60,44,0,3,"Street-name + number plate = numpy textures embedded; metal pole constant PBR; image+factor export",01_Exports_FBX/Roads_Infrastructure/PROP_StreetNameSign_A.fbx,02_Exports_GLB/Roads_Infrastructure/PROP_StreetNameSign_A.glb,PENDING_USER_REVIEW,"Berlin street name sign (Strassenschild): metal pole + base, two-sided main name board (white field, blue header bar, procedural name text) + smaller two-sided number/district plate (red bar). ~2.6m. Street-corner detail. 100% original. Ground pivot."
PROP_TrafficLight_A,Roads_Infrastructure,ROADS_Infrastructure_Final,3.35x0.63x5.11,286,0,7,"Constant PBR pole/housing/amber/green + emissive red & ped-red; factor export",01_Exports_FBX/Roads_Infrastructure/PROP_TrafficLight_A.fbx,02_Exports_GLB/Roads_Infrastructure/PROP_TrafficLight_A.glb,PENDING_USER_REVIEW,"Traffic signal (Ampel): pole + base + horizontal mast arm, 3-aspect vehicle signal head (emissive red / amber / green + visors) hanging at arm end, second vehicle head on pole, pedestrian signal head (red/green), control box. ~5m. Intersection infrastructure (pairs with GDR_Ampelmann). 100% original. Ground pivot."
EB_Gartenlaube_A,East_Berlin_Architecture,EAST_Architecture_Final,4.49x4.00x5.34,118,0,9,"Plank siding = numpy texture (bump) embedded; trim/roof/door/glass/flower/chimney/post constant PBR; image+factor export",01_Exports_FBX/East_Berlin_Architecture/EB_Gartenlaube_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_Gartenlaube_A.glb,PENDING_USER_REVIEW,"Allotment garden cabin (Kleingarten Laube / Datsche): small green plank-sided cottage with pitched red roof + ridge, door, window (white frame + mullion + flowerbox + shutters), porch overhang on posts, chimney. ~3.6m. Iconic GDR weekend-garden culture. 100% original. Ground pivot."
PROP_T34Tank_A,Vehicles_Props,VEHICLES_Props_Final,9.33x3.65x2.82,427,0,5,"Constant PBR olive hull/track/wheel/gun + red star; factor export",01_Exports_FBX/Vehicles_Props/PROP_T34Tank_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_T34Tank_A.glb,PENDING_USER_REVIEW,"T-34 tank (stylized low-poly): olive hull with sloped glacis + rear, tracks with 5 road wheels + drive/idler each side + fenders, rounded beveled turret + sloped front + cupola, mantlet + gun barrel + muzzle, red star, rear fuel drums. ~6m hull. Soviet war-memorial / NVA display tank for the Cold War theme. 100% original (modelled from scratch). Ground pivot."
PROP_DoubleDeckerBus_A,Vehicles_Props,VEHICLES_Props_Final,11.19x2.77x5.10,238,0,9,"Two-deck livery+windows+door = numpy side textures embedded; yellow/glass/roof/tire/hub/dark/dest constant PBR; image+factor export",01_Exports_FBX/Vehicles_Props/PROP_DoubleDeckerBus_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_DoubleDeckerBus_A.glb,PENDING_USER_REVIEW,"West Berlin double-decker bus (BVG Doppeldecker): tall yellow body with two procedural window rows (upper + lower deck) + belt line + door, front/rear windscreens, destination sign, roof, skirt + 4 wheels, bumpers. ~11m. Iconic West Berlin transit (counterpart to East's Ikarus). 100% original. Ground pivot."
PROP_RooftopNeon_A,Vehicles_Props,VEHICLES_Props_Final,12.07x0.27x4.16,286,0,4,"Constant PBR steel frame + emissive red/yellow/cyan neon tubes (strength 6); factor export",01_Exports_FBX/Vehicles_Props/PROP_RooftopNeon_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_RooftopNeon_A.glb,PENDING_USER_REVIEW,"Rooftop neon advertising sign (GDR Leuchtreklame, e.g. 'Plaste und Elaste'): steel support frame (rails + legs + diagonal bracing) holding a row of glowing neon-tube letter glyphs in alternating red/yellow/cyan (emissive). ~12m. Mount on a Plattenbau/building roof. 100% original. Ground pivot."
PROP_CarpetRack_A,Vehicles_Props,VEHICLES_Props_Final,3.18x0.40x1.79,80,0,3,"Rug oriental pattern = numpy texture embedded; metal frame constant PBR; image+factor export",01_Exports_FBX/Vehicles_Props/PROP_CarpetRack_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_CarpetRack_A.glb,PENDING_USER_REVIEW,"Carpet-beating rack (GDR Teppichstange): two footed metal posts + 3 horizontal bars, with a red oriental-pattern rug (procedural: diamond medallion + border + corner motifs) draped over the top bar. ~3m. Iconic GDR Hinterhof (courtyard) detail. 100% original. Ground pivot."
PROP_Clothesline_A,Vehicles_Props,VEHICLES_Props_Final,4.10x0.90x2.00,178,0,8,"Constant PBR metal posts/line + 6 pastel cloth (double-sided); factor export",01_Exports_FBX/Vehicles_Props/PROP_Clothesline_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_Clothesline_A.glb,PENDING_USER_REVIEW,"Clothesline with laundry (GDR Waescheleine): two T-posts + 3 strung lines, hanging washing (cloth planes in white/red/blue/yellow/green) with pegs. ~4m. Atmospheric GDR Hinterhof / balcony detail (pairs with PROP_CarpetRack_A). 100% original. Ground pivot."
PROP_MemorialPlinth_A,GDR_Symbols,GDR_Symbols_Final,5.00x4.00x2.95,175,0,5,"Granite (procedural noise) + bronze plaque (numpy: star + engraved text) embedded; grey-step/chain constant PBR; image+factor export",01_Exports_FBX/GDR_Symbols/PROP_MemorialPlinth_A.fbx,02_Exports_GLB/GDR_Symbols/PROP_MemorialPlinth_A.glb,PENDING_USER_REVIEW,"Memorial plinth / pedestal: stepped grey-granite base + red-granite plinth block (procedural granite) with bronze plaque (star + engraved text), cap + top platform for a statue/tank, corner bollards with draped chains. ~3m. Base for PROP_T34Tank / GDR_LeninStatue / Soviet memorial. 100% original. Ground pivot."
PROP_RoadBarrier_A,Roads_Infrastructure,ROADS_Infrastructure_Final,2.40x0.95x1.55,144,0,5,"Diagonal red/white stripe = numpy texture embedded; leg/foot/dark constant PBR + emissive amber beacon; image+factor export",01_Exports_FBX/Roads_Infrastructure/PROP_RoadBarrier_A.fbx,02_Exports_GLB/Roads_Infrastructure/PROP_RoadBarrier_A.glb,PENDING_USER_REVIEW,"Roadworks barrier (Absperrschranke): two red/white diagonally-striped boards (two-sided) on A-frame legs + feet, amber warning beacon (emissive) on top. ~2.4m. Construction / road-closure set-dressing (pairs with PROP_TowerCrane / SiteContainer). 100% original. Ground pivot."
PROP_GardenFence_A,Vehicles_Props,VEHICLES_Props_Final,3.23x0.12x1.19,180,0,2,"Procedural wood (noise bump) post + wood; factor export",01_Exports_FBX/Vehicles_Props/PROP_GardenFence_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_GardenFence_A.glb,PENDING_USER_REVIEW,"Garden criss-cross fence (Jaegerzaun): capped posts + top/bottom rails + diagonal laths crossing in the classic X / diamond pattern. ~2.5m, tileable. Pairs with EB_Gartenlaube (allotment garden). 100% original. Ground pivot."
PROP_Multicar_A,Vehicles_Props,VEHICLES_Props_Final,3.60x1.54x2.22,394,0,9,"Constant PBR orange cab/bed/glass/chrome/tire/hub/light/dark/beacon; factor export",01_Exports_FBX/Vehicles_Props/PROP_Multicar_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_Multicar_A.glb,PENDING_USER_REVIEW,"Multicar M25 (GDR municipal small utility truck, stylized low-poly): orange cab-over cab (windshield + side windows + grille + headlights + bumper), tipper/flatbed with wooden sides, chassis, 4 wheels, roof beacon. ~3.6m. Ubiquitous GDR city-services vehicle. 100% original (modelled from scratch). Ground pivot."
EB_HausDesLehrers_A,East_Berlin_Architecture,EAST_Architecture_Final,28.36x22.36x38.80,36,0,5,"Glass curtain wall + mosaic frieze = numpy textures embedded; frame/podium constant PBR; image+factor export",01_Exports_FBX/East_Berlin_Architecture/EB_HausDesLehrers_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_HausDesLehrers_A.glb,PENDING_USER_REVIEW,"Haus des Lehrers (Alexanderplatz): blue glass curtain-wall tower on a glass podium, with the signature colourful ceramic mosaic frieze band (Womacka 'Unser Leben', procedural figures+tiles) wrapping the building between podium and tower, flat roof. ~39m. Iconic GDR modernist landmark. 100% original. Ground pivot."
LANDMARK_Funkturm_A,Landmarks,LANDMARKS_Final,15.45x15.45x67.57,1368,0,4,"Constant PBR red-brown steel/pod/glass + emissive red beacon; factor export",01_Exports_FBX/Landmarks/LANDMARK_Funkturm_A.fbx,02_Exports_GLB/Landmarks/LANDMARK_Funkturm_A.glb,PENDING_USER_REVIEW,"Berlin Funkturm ('Langer Lulatsch', West Berlin radio tower): tall tapered lattice steel tower (4 legs + horizontal + X-diagonal bracing per segment), restaurant pod (glass band) partway up, observation platform near top, antenna mast + red beacon. ~68m. Iconic West Berlin landmark (counterpart to East's Fernsehturm). 100% original. Ground pivot."
PROP_CafeAchteck_A,Vehicles_Props,VEHICLES_Props_Final,3.60x3.60x4.30,189,0,4,"Constant PBR dark-green cast iron (2 tones)/dark/gold; factor export",01_Exports_FBX/Vehicles_Props/PROP_CafeAchteck_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_CafeAchteck_A.glb,PENDING_USER_REVIEW,"Cafe Achteck (historic Berlin octagonal cast-iron public urinal): 8-sided dark-green iron structure with panelled walls (decorative insets) + corner posts + entablature ring, octagonal pyramid roof + gold finial, entrance opening with privacy screen, sign band. ~2.8m. Iconic historic Berlin street object (still common in the Cold War era). 100% original. Ground pivot."
PROP_WaterPump_A,Vehicles_Props,VEHICLES_Props_Final,0.70x1.66x2.28,165,0,4,"Constant PBR green cast iron/dark/grate/gold; factor export",01_Exports_FBX/Vehicles_Props/PROP_WaterPump_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_WaterPump_A.glb,PENDING_USER_REVIEW,"Cast-iron hand water pump (Berlin Schwengelpumpe): green tapered iron column with gold band, decorative head + gold finial, pump lever handle, curved front spout, base with drainage grate. ~2.3m. Historic Berlin street object. 100% original. Ground pivot."
PROP_ChessTable_A,Vehicles_Props,VEHICLES_Props_Final,0.85x2.42x0.90,94,0,3,"Checkerboard top = numpy texture (cube-projected) embedded; stone/seat constant PBR; image+factor export",01_Exports_FBX/Vehicles_Props/PROP_ChessTable_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_ChessTable_A.glb,PENDING_USER_REVIEW,"Public park chess table: square stone table with an 8x8 checkerboard top (procedural) + stone border on a central pedestal + foot, two round fixed seats on pedestals either side. ~2.4m wide. GDR park amenity (pairs with benches/trees). 100% original. Ground pivot."
PROP_SectorSign_A,Checkpoint,CHECKPOINT_Final,3.10x0.30x3.00,32,0,3,"Multilingual warning text = numpy texture embedded; post/frame constant PBR; image+factor export",01_Exports_FBX/Checkpoint/PROP_SectorSign_A.fbx,02_Exports_GLB/Checkpoint/PROP_SectorSign_A.glb,PENDING_USER_REVIEW,"Sector warning sign ('You are leaving the American Sector'): white two-sided board with dark frame on two posts + feet, four blocks of warning text (English / Russian / French / German, procedural). ~3m. Iconic Cold War Berlin checkpoint sign (pairs with Checkpoint kit). 100% original. Ground pivot."
PROP_WasteContainer_A,Vehicles_Props,VEHICLES_Props_Final,1.85x1.29x1.67,108,0,4,"Galvanized corrugated metal = numpy texture (Object Mapping, metallic+bump) embedded; blue lid/dark/wheel constant PBR; image+factor export",01_Exports_FBX/Vehicles_Props/PROP_WasteContainer_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_WasteContainer_A.glb,PENDING_USER_REVIEW,"Large wheeled waste container (communal Muellcontainer): tapered galvanized corrugated-metal body, blue hinged lid, side handles, foot pedal, 4 caster wheels. ~1.6m. Street / courtyard refuse (pairs with PROP_TrashBin). 100% original. Ground pivot."
EB_KMATower_A,East_Berlin_Architecture,EAST_Architecture_Final,19.00x19.00x57.30,794,0,7,"Cream ceramic-tile facades = numpy textures (3 tiers) embedded; cream/dome/gold/column constant PBR; image+factor export",01_Exports_FBX/East_Berlin_Architecture/EB_KMATower_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_KMATower_A.glb,PENDING_USER_REVIEW,"Stalinist domed tower (Karl-Marx-Allee / Frankfurter Tor style, Zuckerbaeckerstil): 3 tiered setbacks in cream ceramic tile (procedural facades + cornices), colonnaded drum (12 columns), green-copper dome cupola + lantern + gold finial. ~57m. Iconic East Berlin landmark architecture. 100% original. Ground pivot."
PROP_Motorcycle_A,Vehicles_Props,VEHICLES_Props_Final,2.08x0.76x1.10,260,0,8,"Constant PBR maroon tank/tire/rim/engine/seat/chrome/dark/lens; factor export",01_Exports_FBX/Vehicles_Props/PROP_Motorcycle_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_Motorcycle_A.glb,PENDING_USER_REVIEW,"Motorcycle (MZ-style, stylized low-poly): two wheels (tire + rim + hub), maroon fuel tank, black seat + backrest, handlebars + grips, headlight, telescopic forks, engine block + cylinder, exhaust pipe + muffler, fenders, kickstand. ~2m. GDR youth-culture vehicle (also Volkspolizei). 100% original (modelled from scratch). Ground pivot."
PROP_RailSignal_A,Roads_Infrastructure,ROADS_Infrastructure_Final,0.50x0.58x5.25,222,0,7,"Constant PBR mast/screen/green/yellow/white/plate + emissive red; factor export",01_Exports_FBX/Roads_Infrastructure/PROP_RailSignal_A.fbx,02_Exports_GLB/Roads_Infrastructure/PROP_RailSignal_A.glb,PENDING_USER_REVIEW,"Railway light signal (Eisenbahnsignal): mast + base, tall signal screen with green/red(emissive)/yellow lamps + visors + white marker, red/white striped identification plate, climbing ladder. ~5.3m. Rail infrastructure (pairs with PROP_RailTrack / SBahnCar / SBahnPlatform). 100% original. Ground pivot."
PROP_CoalBriquettes_A,Vehicles_Props,VEHICLES_Props_Final,1.20x1.75x0.72,4758,0,2,"Procedural coal (2 tones, noise bump); bevelled briquettes; factor export",01_Exports_FBX/Vehicles_Props/PROP_CoalBriquettes_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_CoalBriquettes_A.glb,PENDING_USER_REVIEW,"Stack of brown-coal briquettes (Braunkohlebriketts): neatly stacked block (alternating layer orientation, bevelled briquettes) + a few loose briquettes scattered in front. ~1.2m. Iconic GDR heating fuel (Ofenheizung / coal-cellar delivery). 100% original. Ground pivot."
EB_TrafoHaus_A,East_Berlin_Architecture,EAST_Architecture_Final,3.60x3.53x4.40,86,0,7,"High-voltage warning sign = numpy texture embedded; render wall (noise) + roof/door/dark/base/insulator constant PBR; image+factor export",01_Exports_FBX/East_Berlin_Architecture/EB_TrafoHaus_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_TrafoHaus_A.glb,PENDING_USER_REVIEW,"Transformer station (Trafostation / Trafohaus): small render-walled utility building with hipped pyramid roof + eave, metal double door + louvers, yellow high-voltage warning sign (lightning, procedural), side vents, porcelain roof insulators, base. ~3.6m. Common GDR Wohngebiet utility building. 100% original. Ground pivot."
PROP_BicycleRack_A,Vehicles_Props,VEHICLES_Props_Final,4.00x0.92x1.12,454,0,2,"Constant PBR metal hoops + base; factor export",01_Exports_FBX/Vehicles_Props/PROP_BicycleRack_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_BicycleRack_A.glb,PENDING_USER_REVIEW,"Bicycle rack (Fahrradstaender): row of 4 metal inverted-U hoops (Anlehnbuegel) on foot plates connected by a base rail. ~4m, tileable. Street amenity (pairs with PROP_Bicycle). 100% original. Ground pivot."
PROP_BeerCrates_A,Vehicles_Props,VEHICLES_Props_Final,0.89x0.65x0.54,1908,0,7,"Constant PBR crates (red/green/yellow/blue) + green/brown bottle glass + cap; factor export",01_Exports_FBX/Vehicles_Props/PROP_BeerCrates_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_BeerCrates_A.glb,PENDING_USER_REVIEW,"Stack of beverage crates (Bierkasten / Getraenkekiste): 6 coloured plastic crates (red/green/yellow/blue) stacked 2x2+2, each filled with 12 bottles (green or brown glass + metal caps). ~0.9m. GDR everyday detail (shop deliveries, courtyards). 100% original. Ground pivot."
LANDMARK_GlienickeBridge_A,Landmarks,LANDMARKS_Final,35.00x8.20x7.03,642,0,3,"Constant PBR green steel/deck/pier; factor export",01_Exports_FBX/Landmarks/LANDMARK_GlienickeBridge_A.fbx,02_Exports_GLB/Landmarks/LANDMARK_GlienickeBridge_A.glb,PENDING_USER_REVIEW,"Glienicke Bridge ('Bridge of Spies'): single steel truss span — two trusses with straight bottom chord + arched (parabolic) top chord, vertical posts + diagonals, top lateral + X bracing, floor beams, deck + railings, end piers. Green painted steel. ~32m span. Iconic Cold War Berlin/Potsdam spy-exchange bridge. 100% original. Ground pivot."
PROP_BandstandPavilion_A,Vehicles_Props,VEHICLES_Props_Final,7.39x8.14x6.45,441,0,6,"Constant PBR stone base/cream column/green roof/iron balustrade/gold/wood floor; factor export",01_Exports_FBX/Vehicles_Props/PROP_BandstandPavilion_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_BandstandPavilion_A.glb,PENDING_USER_REVIEW,"Park bandstand pavilion (Musikpavillon): octagonal raised wooden-floor stage on a stone base + steps, 8 cream columns + caps, green peaked octagonal roof + gold finial, green ironwork balustrade (balusters) between columns with an open entrance. ~6.5m. Park centrepiece (pairs with benches/trees/chess table). 100% original. Ground pivot."
PROP_CarTrailer_A,Vehicles_Props,VEHICLES_Props_Final,2.71x1.69x1.03,212,0,6,"Constant PBR grey body/wood bed/dark/tire/hub/red light; factor export",01_Exports_FBX/Vehicles_Props/PROP_CarTrailer_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_CarTrailer_A.glb,PENDING_USER_REVIEW,"Small car cargo trailer (GDR Anhaenger HP400 style): wood bed + grey metal slat sides + posts, single axle with 2 wheels + hubs + fenders, A-frame drawbar + hitch coupling + jockey wheel, tail lights. ~2.7m. Towed behind Trabant/Wartburg. 100% original (modelled from scratch). Ground pivot."
PROP_FerrisWheel_A,Vehicles_Props,VEHICLES_Props_Final,16.70x4.00x17.17,972,0,7,"Constant PBR steel/hub + 4 gondola colours/seat; factor export",01_Exports_FBX/Vehicles_Props/PROP_FerrisWheel_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_FerrisWheel_A.glb,PENDING_USER_REVIEW,"Ferris wheel (Riesenrad, Spreepark Planterwald style): large vertical wheel — twin rims + spokes from a central hub/axle, 16 colourful gondolas (red/blue/yellow/green) hanging on the rim, A-frame leg supports + feet, base platform. ~17m. GDR amusement-park leisure landmark. 100% original. Ground pivot."
GDR_FlagArray_A,GDR_Symbols,GDR_Symbols_Final,9.60x0.80x7.30,531,0,5,"GDR tricolor+emblem flag = numpy texture embedded; pole/gold/base + red flag constant PBR (waved planes); image+factor export",01_Exports_FBX/GDR_Symbols/GDR_FlagArray_A.fbx,02_Exports_GLB/GDR_Symbols/GDR_FlagArray_A.glb,PENDING_USER_REVIEW,"Parade flag array (Fahnenappell): row of 5 flagpoles + gold finials on a base planter, 4 red flags + 1 central GDR national flag (black-red-gold tricolour + state emblem, procedural), flags lightly waved. ~9.6m. GDR parade / official decoration. 100% original. Ground pivot."
